map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.166339	NA	NA
Hedges' <i>g</i>	0.068864	0.000636	2.738642
uncorrp	0.996511	NA	NA
uncorrp_neg	0.003489	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.008233	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.201739	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	16.186958	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	125.779678	NA	0.006432
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.554000	NA	NA
Aarts2008_adults_I00000	0.412780	0.106230	NA
Aarts2008_adults_I00001	0.422892	0.106521	NA
Aarts2008_adults_I00002	0.412542	0.104385	NA
Aarts2008_adults_I00003	0.549838	0.111376	NA
Aarts2008_adults_I00004	0.516792	0.106417	NA
Aarts2008_adults_I00005	0.390022	0.103216	NA
Aarts2008_adults_I00006	0.399959	0.104204	NA
Aarts2008_adults_I00007	0.577847	0.113118	NA
Aarts2008_adults_I00008	0.387115	0.103055	NA
Aarts2008_adults_I00009	0.549618	0.107846	NA
Aarts2008_adults_I00010	0.455288	0.108432	NA
Aarts2008_adults_I00011	0.460829	0.105284	NA
Aarts2008_adults_I00012	0.563201	0.108785	NA
Aarts2008_adults_I00013	0.425043	0.104684	NA
Aarts2008_adults_I00014	0.427123	0.103917	NA
Aarts2008_adults_I00015	0.434709	0.106416	NA
Aarts2008_adults_I00016	0.426317	0.106269	NA
Aarts2008_adults_I00017	0.411160	0.108016	NA
Aarts2008_adults_I00018	0.365907	0.103196	NA
Aarts2008_adults_I00019	0.445164	0.106971	NA
Aarts2008_adults_I00020	0.332151	0.101592	NA
Aarts2008_adults_I00021	0.400736	0.103592	NA
Aarts2008_adults_I00022	0.513533	0.106468	NA
Aarts2008_adults_I00023	0.523321	0.106741	NA
Aarts2008_adults_I00024	0.478111	0.106090	NA
Aarts2008_adults_I00025	0.557597	0.107074	NA
Aarts2008_adults_I00026	0.507734	0.106764	NA
Aarts2008_adults_I00027	0.411887	0.106194	NA
Aarts2008_adults_I00028	0.485811	0.106226	NA
Aarts2008_adults_I00029	0.502032	0.109301	NA
Aarts2008_adults_I00030	0.530938	0.106731	NA
Aarts2008_adults_I00031	0.358800	0.102536	NA
Aarts2008_adults_I00032	0.550379	0.108847	NA
Aarts2008_adults_I00033	0.330914	0.102191	NA
Aarts2008_adults_I00034	0.564355	0.107571	NA
Aarts2008_adults_I00035	0.406213	0.106125	NA
Aarts2008_adults_I00036	0.453510	0.107560	NA
Aarts2008_adults_I00037	0.298579	0.103920	NA
Aarts2008_adults_I00038	0.467447	0.106714	NA
Aarts2008_adults_I00039	0.657739	0.113282	NA
Aarts2008_adults_I00040	0.507304	0.106163	NA
Aarts2008_adults_I00041	0.516363	0.107487	NA
Aarts2008_adults_I00042	0.434193	0.106471	NA
Aarts2008_adults_I00043	0.478958	0.105016	NA
Aarts2008_adults_I00044	0.434740	0.104242	NA
Aarts2008_adults_I00045	0.429135	0.104341	NA
Aarts2008_adults_I00046	0.409985	0.104912	NA
Aarts2008_adults_I00047	0.380392	0.106387	NA
Aarts2008_adults_I00048	0.463963	0.105880	NA
Aarts2008_adults_I00049	0.489905	0.108967	NA
Adleman2002_adults_I00000	0.174772	0.095469	NA
Adleman2002_adults_I00001	0.102530	0.094621	NA
Adleman2002_adults_I00002	0.146631	0.094977	NA
Adleman2002_adults_I00003	0.211206	0.095682	NA
Adleman2002_adults_I00004	0.020990	0.094124	NA
Adleman2002_adults_I00005	-0.071390	0.093638	NA
Adleman2002_adults_I00006	0.269471	0.096172	NA
Adleman2002_adults_I00007	0.006019	0.094033	NA
Adleman2002_adults_I00008	0.161036	0.095053	NA
Adleman2002_adults_I00009	0.104664	0.094567	NA
Adleman2002_adults_I00010	0.191280	0.095210	NA
Adleman2002_adults_I00011	0.228576	0.095584	NA
Adleman2002_adults_I00012	0.052463	0.094319	NA
Adleman2002_adults_I00013	0.218452	0.095621	NA
Adleman2002_adults_I00014	0.236346	0.095589	NA
Adleman2002_adults_I00015	0.204091	0.095575	NA
Adleman2002_adults_I00016	0.109501	0.094848	NA
Adleman2002_adults_I00017	0.119208	0.094969	NA
Adleman2002_adults_I00018	0.228623	0.095606	NA
Adleman2002_adults_I00019	0.123328	0.094698	NA
Adleman2002_adults_I00020	0.215605	0.095657	NA
Adleman2002_adults_I00021	0.003998	0.094092	NA
Adleman2002_adults_I00022	0.117466	0.094913	NA
Adleman2002_adults_I00023	0.145369	0.095058	NA
Adleman2002_adults_I00024	0.069327	0.094370	NA
Adleman2002_adults_I00025	0.045497	0.094420	NA
Adleman2002_adults_I00026	0.070502	0.094645	NA
Adleman2002_adults_I00027	0.200411	0.095581	NA
Adleman2002_adults_I00028	0.182205	0.095100	NA
Adleman2002_adults_I00029	0.128282	0.095035	NA
Adleman2002_adults_I00030	0.109382	0.094908	NA
Adleman2002_adults_I00031	0.138823	0.094903	NA
Adleman2002_adults_I00032	0.185366	0.095261	NA
Adleman2002_adults_I00033	0.137756	0.095091	NA
Adleman2002_adults_I00034	0.038014	0.094225	NA
Adleman2002_adults_I00035	-0.024220	0.094051	NA
Adleman2002_adults_I00036	0.213725	0.095391	NA
Adleman2002_adults_I00037	-0.026101	0.094043	NA
Adleman2002_adults_I00038	0.055999	0.094428	NA
Adleman2002_adults_I00039	0.201015	0.095527	NA
Adleman2002_adults_I00040	0.211233	0.095603	NA
Adleman2002_adults_I00041	0.187496	0.095200	NA
Adleman2002_adults_I00042	0.089244	0.094523	NA
Adleman2002_adults_I00043	0.147925	0.095030	NA
Adleman2002_adults_I00044	0.126242	0.094908	NA
Adleman2002_adults_I00045	0.077222	0.094358	NA
Adleman2002_adults_I00046	0.139723	0.094801	NA
Adleman2002_adults_I00047	0.084745	0.094442	NA
Adleman2002_adults_I00048	0.123539	0.094722	NA
Adleman2002_adults_I00049	0.058081	0.094547	NA
Andrews-Hanna2011_children_I00000	0.055954	0.031854	NA
Andrews-Hanna2011_children_I00001	0.099174	0.031808	NA
Andrews-Hanna2011_children_I00002	0.082489	0.031846	NA
Andrews-Hanna2011_children_I00003	0.032915	0.031770	NA
Andrews-Hanna2011_children_I00004	0.119331	0.031833	NA
Andrews-Hanna2011_children_I00005	0.141524	0.031984	NA
Andrews-Hanna2011_children_I00006	0.011664	0.031785	NA
Andrews-Hanna2011_children_I00007	0.015849	0.031727	NA
Andrews-Hanna2011_children_I00008	0.095596	0.031907	NA
Andrews-Hanna2011_children_I00009	0.107957	0.031872	NA
Andrews-Hanna2011_children_I00010	0.087779	0.031870	NA
Andrews-Hanna2011_children_I00011	0.093020	0.031853	NA
Andrews-Hanna2011_children_I00012	-0.020931	0.031764	NA
Andrews-Hanna2011_children_I00013	0.035464	0.031788	NA
Andrews-Hanna2011_children_I00014	-0.003546	0.031729	NA
Andrews-Hanna2011_children_I00015	0.159233	0.031940	NA
Andrews-Hanna2011_children_I00016	0.114335	0.031941	NA
Andrews-Hanna2011_children_I00017	-0.058610	0.031672	NA
Andrews-Hanna2011_children_I00018	0.012052	0.031707	NA
Andrews-Hanna2011_children_I00019	0.058418	0.031832	NA
Andrews-Hanna2011_children_I00020	-0.027464	0.031653	NA
Andrews-Hanna2011_children_I00021	0.035482	0.031789	NA
Andrews-Hanna2011_children_I00022	0.058370	0.031760	NA
Andrews-Hanna2011_children_I00023	-0.012319	0.031712	NA
Andrews-Hanna2011_children_I00024	-0.079753	0.031647	NA
Andrews-Hanna2011_children_I00025	-0.030570	0.031694	NA
Andrews-Hanna2011_children_I00026	0.136501	0.031939	NA
Andrews-Hanna2011_children_I00027	0.013391	0.031715	NA
Andrews-Hanna2011_children_I00028	0.110774	0.031906	NA
Andrews-Hanna2011_children_I00029	0.155947	0.031998	NA
Andrews-Hanna2011_children_I00030	0.061711	0.031854	NA
Andrews-Hanna2011_children_I00031	0.135540	0.031928	NA
Andrews-Hanna2011_children_I00032	0.040702	0.031758	NA
Andrews-Hanna2011_children_I00033	0.142550	0.031975	NA
Andrews-Hanna2011_children_I00034	0.097572	0.031807	NA
Andrews-Hanna2011_children_I00035	0.115793	0.031910	NA
Andrews-Hanna2011_children_I00036	0.113018	0.031911	NA
Andrews-Hanna2011_children_I00037	0.137731	0.031930	NA
Andrews-Hanna2011_children_I00038	0.095558	0.031891	NA
Andrews-Hanna2011_children_I00039	0.085999	0.031861	NA
Andrews-Hanna2011_children_I00040	0.104542	0.031889	NA
Andrews-Hanna2011_children_I00041	0.080412	0.031875	NA
Andrews-Hanna2011_children_I00042	0.108651	0.031881	NA
Andrews-Hanna2011_children_I00043	0.071304	0.031859	NA
Andrews-Hanna2011_children_I00044	0.133219	0.031971	NA
Andrews-Hanna2011_children_I00045	0.032094	0.031801	NA
Andrews-Hanna2011_children_I00046	0.073690	0.031844	NA
Andrews-Hanna2011_children_I00047	0.129676	0.031939	NA
Andrews-Hanna2011_children_I00048	0.130666	0.031945	NA
Andrews-Hanna2011_children_I00049	0.171014	0.031944	NA
Ansari2006_adults_I00000	0.346425	0.079500	NA
Ansari2006_adults_I00001	0.228441	0.076398	NA
Ansari2006_adults_I00002	0.233268	0.076400	NA
Ansari2006_adults_I00003	0.219830	0.076574	NA
Ansari2006_adults_I00004	0.277110	0.077746	NA
Ansari2006_adults_I00005	0.307362	0.079009	NA
Ansari2006_adults_I00006	0.197809	0.076266	NA
Ansari2006_adults_I00007	0.372815	0.080447	NA
Ansari2006_adults_I00008	0.273927	0.077585	NA
Ansari2006_adults_I00009	0.239965	0.076302	NA
Ansari2006_adults_I00010	0.287808	0.079057	NA
Ansari2006_adults_I00011	0.323606	0.078536	NA
Ansari2006_adults_I00012	0.329460	0.078330	NA
Ansari2006_adults_I00013	0.296063	0.078970	NA
Ansari2006_adults_I00014	0.345378	0.081114	NA
Ansari2006_adults_I00015	0.221114	0.076188	NA
Ansari2006_adults_I00016	0.317659	0.078700	NA
Ansari2006_adults_I00017	0.308857	0.078649	NA
Ansari2006_adults_I00018	0.413283	0.080458	NA
Ansari2006_adults_I00019	0.270753	0.076491	NA
Ansari2006_adults_I00020	0.346243	0.079674	NA
Ansari2006_adults_I00021	0.278127	0.077000	NA
