map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.185543	NA	NA
Hedges' <i>g</i>	0.003825	0.000678	0.155350
uncorrp	0.560591	NA	NA
uncorrp_neg	0.439409	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.009149	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.220933	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	15.813538	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	112.876762	NA	-0.873521
corrp_voxel	0.000015	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.998998	NA	NA
corrp_tfce_neg	0.553803	NA	NA
Aarts2008_adults_I00000	0.297011	0.094910	NA
Aarts2008_adults_I00001	0.402918	0.097971	NA
Aarts2008_adults_I00002	0.237116	0.093744	NA
Aarts2008_adults_I00003	0.325943	0.095951	NA
Aarts2008_adults_I00004	0.392137	0.099082	NA
Aarts2008_adults_I00005	0.303921	0.096926	NA
Aarts2008_adults_I00006	0.355862	0.096496	NA
Aarts2008_adults_I00007	0.367761	0.098708	NA
Aarts2008_adults_I00008	0.324795	0.095864	NA
Aarts2008_adults_I00009	0.435043	0.100039	NA
Aarts2008_adults_I00010	0.363692	0.098641	NA
Aarts2008_adults_I00011	0.324589	0.096466	NA
Aarts2008_adults_I00012	0.371858	0.098379	NA
Aarts2008_adults_I00013	0.289946	0.094635	NA
Aarts2008_adults_I00014	0.267989	0.094948	NA
Aarts2008_adults_I00015	0.405168	0.098224	NA
Aarts2008_adults_I00016	0.311486	0.096416	NA
Aarts2008_adults_I00017	0.306882	0.096987	NA
Aarts2008_adults_I00018	0.378002	0.099215	NA
Aarts2008_adults_I00019	0.431932	0.099358	NA
Aarts2008_adults_I00020	0.250971	0.094359	NA
Aarts2008_adults_I00021	0.239652	0.094381	NA
Aarts2008_adults_I00022	0.462568	0.101108	NA
Aarts2008_adults_I00023	0.394240	0.099963	NA
Aarts2008_adults_I00024	0.358187	0.098292	NA
Aarts2008_adults_I00025	0.455191	0.100105	NA
Aarts2008_adults_I00026	0.415128	0.099053	NA
Aarts2008_adults_I00027	0.313466	0.095105	NA
Aarts2008_adults_I00028	0.321725	0.095940	NA
Aarts2008_adults_I00029	0.424558	0.100237	NA
Aarts2008_adults_I00030	0.390417	0.099132	NA
Aarts2008_adults_I00031	0.297417	0.095723	NA
Aarts2008_adults_I00032	0.358022	0.098014	NA
Aarts2008_adults_I00033	0.291327	0.094967	NA
Aarts2008_adults_I00034	0.439654	0.099896	NA
Aarts2008_adults_I00035	0.322408	0.095214	NA
Aarts2008_adults_I00036	0.354107	0.096578	NA
Aarts2008_adults_I00037	0.225796	0.092656	NA
Aarts2008_adults_I00038	0.357276	0.096294	NA
Aarts2008_adults_I00039	0.493047	0.100147	NA
Aarts2008_adults_I00040	0.359424	0.096205	NA
Aarts2008_adults_I00041	0.362043	0.097920	NA
Aarts2008_adults_I00042	0.288586	0.095274	NA
Aarts2008_adults_I00043	0.412911	0.097734	NA
Aarts2008_adults_I00044	0.374594	0.098362	NA
Aarts2008_adults_I00045	0.344487	0.096318	NA
Aarts2008_adults_I00046	0.320685	0.095873	NA
Aarts2008_adults_I00047	0.337332	0.097355	NA
Aarts2008_adults_I00048	0.368163	0.098743	NA
Aarts2008_adults_I00049	0.381764	0.097694	NA
Adleman2002_adults_I00000	0.157540	0.095289	NA
Adleman2002_adults_I00001	0.119027	0.094755	NA
Adleman2002_adults_I00002	0.197922	0.095469	NA
Adleman2002_adults_I00003	0.109678	0.094809	NA
Adleman2002_adults_I00004	0.044954	0.094466	NA
Adleman2002_adults_I00005	0.020636	0.094296	NA
Adleman2002_adults_I00006	0.224101	0.095946	NA
Adleman2002_adults_I00007	0.070643	0.094567	NA
Adleman2002_adults_I00008	0.155618	0.095147	NA
Adleman2002_adults_I00009	0.152773	0.095373	NA
Adleman2002_adults_I00010	0.102567	0.094895	NA
Adleman2002_adults_I00011	0.190177	0.095695	NA
Adleman2002_adults_I00012	0.040687	0.094303	NA
Adleman2002_adults_I00013	0.232322	0.095754	NA
Adleman2002_adults_I00014	0.206631	0.095504	NA
Adleman2002_adults_I00015	0.231462	0.095331	NA
Adleman2002_adults_I00016	0.125007	0.094844	NA
Adleman2002_adults_I00017	0.179246	0.095515	NA
Adleman2002_adults_I00018	0.228111	0.095570	NA
Adleman2002_adults_I00019	0.173652	0.095380	NA
Adleman2002_adults_I00020	0.168232	0.095373	NA
Adleman2002_adults_I00021	0.088264	0.094699	NA
Adleman2002_adults_I00022	0.207665	0.095862	NA
Adleman2002_adults_I00023	0.027204	0.094365	NA
Adleman2002_adults_I00024	0.172150	0.095370	NA
Adleman2002_adults_I00025	0.044011	0.094288	NA
Adleman2002_adults_I00026	-0.006819	0.094214	NA
Adleman2002_adults_I00027	0.152421	0.095045	NA
Adleman2002_adults_I00028	0.222560	0.095660	NA
Adleman2002_adults_I00029	0.064528	0.094589	NA
Adleman2002_adults_I00030	0.030484	0.094248	NA
Adleman2002_adults_I00031	0.073256	0.094626	NA
Adleman2002_adults_I00032	0.170903	0.095337	NA
Adleman2002_adults_I00033	0.134953	0.095261	NA
Adleman2002_adults_I00034	0.054363	0.094482	NA
Adleman2002_adults_I00035	-0.037646	0.094058	NA
Adleman2002_adults_I00036	0.105532	0.094901	NA
Adleman2002_adults_I00037	-0.058568	0.093701	NA
Adleman2002_adults_I00038	0.069514	0.094625	NA
Adleman2002_adults_I00039	0.132130	0.094915	NA
Adleman2002_adults_I00040	0.159517	0.095225	NA
Adleman2002_adults_I00041	0.207741	0.095428	NA
Adleman2002_adults_I00042	0.052662	0.094516	NA
Adleman2002_adults_I00043	0.141406	0.095129	NA
Adleman2002_adults_I00044	0.110280	0.095063	NA
Adleman2002_adults_I00045	0.046349	0.094397	NA
Adleman2002_adults_I00046	0.173093	0.095396	NA
Adleman2002_adults_I00047	0.188015	0.095614	NA
Adleman2002_adults_I00048	0.071991	0.094558	NA
Adleman2002_adults_I00049	0.106658	0.094796	NA
Andrews-Hanna2011_children_I00000	0.132281	0.032016	NA
Andrews-Hanna2011_children_I00001	0.169723	0.032251	NA
Andrews-Hanna2011_children_I00002	0.206754	0.032298	NA
Andrews-Hanna2011_children_I00003	0.049916	0.031794	NA
Andrews-Hanna2011_children_I00004	0.196605	0.032260	NA
Andrews-Hanna2011_children_I00005	0.218079	0.032256	NA
Andrews-Hanna2011_children_I00006	0.076880	0.031867	NA
Andrews-Hanna2011_children_I00007	0.077335	0.031901	NA
Andrews-Hanna2011_children_I00008	0.148258	0.032161	NA
Andrews-Hanna2011_children_I00009	0.144365	0.032154	NA
Andrews-Hanna2011_children_I00010	0.093530	0.031945	NA
Andrews-Hanna2011_children_I00011	0.156556	0.032135	NA
Andrews-Hanna2011_children_I00012	0.081383	0.031934	NA
Andrews-Hanna2011_children_I00013	0.192350	0.032303	NA
Andrews-Hanna2011_children_I00014	0.135603	0.032118	NA
Andrews-Hanna2011_children_I00015	0.231159	0.032403	NA
Andrews-Hanna2011_children_I00016	0.128871	0.032082	NA
Andrews-Hanna2011_children_I00017	0.117960	0.032013	NA
Andrews-Hanna2011_children_I00018	0.149157	0.032121	NA
Andrews-Hanna2011_children_I00019	0.053034	0.031833	NA
Andrews-Hanna2011_children_I00020	0.148594	0.032126	NA
Andrews-Hanna2011_children_I00021	0.216075	0.032383	NA
Andrews-Hanna2011_children_I00022	0.195388	0.032327	NA
Andrews-Hanna2011_children_I00023	0.064502	0.031841	NA
Andrews-Hanna2011_children_I00024	0.114842	0.032022	NA
Andrews-Hanna2011_children_I00025	0.082738	0.031923	NA
Andrews-Hanna2011_children_I00026	0.263460	0.032527	NA
Andrews-Hanna2011_children_I00027	0.152302	0.032196	NA
Andrews-Hanna2011_children_I00028	0.207827	0.032342	NA
Andrews-Hanna2011_children_I00029	0.215038	0.032424	NA
Andrews-Hanna2011_children_I00030	0.215107	0.032349	NA
Andrews-Hanna2011_children_I00031	0.191233	0.032304	NA
Andrews-Hanna2011_children_I00032	0.131848	0.032082	NA
Andrews-Hanna2011_children_I00033	0.251684	0.032553	NA
Andrews-Hanna2011_children_I00034	0.229749	0.032426	NA
Andrews-Hanna2011_children_I00035	0.146845	0.032104	NA
Andrews-Hanna2011_children_I00036	0.205338	0.032323	NA
Andrews-Hanna2011_children_I00037	0.250187	0.032430	NA
Andrews-Hanna2011_children_I00038	0.095028	0.031943	NA
Andrews-Hanna2011_children_I00039	0.130463	0.032086	NA
Andrews-Hanna2011_children_I00040	0.147863	0.032153	NA
Andrews-Hanna2011_children_I00041	0.227813	0.032436	NA
Andrews-Hanna2011_children_I00042	0.168784	0.032191	NA
