map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.223988	NA	NA
Hedges' <i>g</i>	0.048821	0.000668	1.920334
uncorrp	0.906944	NA	NA
uncorrp_neg	0.093056	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.009761	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.231634	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	14.731075	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	114.268257	NA	-0.868080
corrp_voxel	0.694279	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.996924	NA	NA
corrp_tfce_neg	0.553962	NA	NA
Aarts2008_adults_I00000	0.220000	0.091812	NA
Aarts2008_adults_I00001	0.267196	0.092622	NA
Aarts2008_adults_I00002	0.300397	0.093836	NA
Aarts2008_adults_I00003	0.283509	0.093375	NA
Aarts2008_adults_I00004	0.328741	0.094381	NA
Aarts2008_adults_I00005	0.272157	0.093330	NA
Aarts2008_adults_I00006	0.184436	0.090747	NA
Aarts2008_adults_I00007	0.286068	0.093202	NA
Aarts2008_adults_I00008	0.287145	0.093101	NA
Aarts2008_adults_I00009	0.386047	0.095203	NA
Aarts2008_adults_I00010	0.240106	0.092057	NA
Aarts2008_adults_I00011	0.334131	0.094194	NA
Aarts2008_adults_I00012	0.180385	0.091110	NA
Aarts2008_adults_I00013	0.291419	0.093144	NA
Aarts2008_adults_I00014	0.228612	0.091936	NA
Aarts2008_adults_I00015	0.264215	0.092975	NA
Aarts2008_adults_I00016	0.205361	0.091335	NA
Aarts2008_adults_I00017	0.264676	0.092711	NA
Aarts2008_adults_I00018	0.270173	0.092803	NA
Aarts2008_adults_I00019	0.299314	0.093202	NA
Aarts2008_adults_I00020	0.226157	0.091811	NA
Aarts2008_adults_I00021	0.186427	0.091027	NA
Aarts2008_adults_I00022	0.382456	0.095732	NA
Aarts2008_adults_I00023	0.286607	0.093540	NA
Aarts2008_adults_I00024	0.292917	0.093539	NA
Aarts2008_adults_I00025	0.357215	0.094984	NA
Aarts2008_adults_I00026	0.370926	0.095242	NA
Aarts2008_adults_I00027	0.244553	0.092399	NA
Aarts2008_adults_I00028	0.229340	0.092220	NA
Aarts2008_adults_I00029	0.258090	0.092374	NA
Aarts2008_adults_I00030	0.363469	0.095002	NA
Aarts2008_adults_I00031	0.211942	0.091589	NA
Aarts2008_adults_I00032	0.335458	0.094932	NA
Aarts2008_adults_I00033	0.205460	0.091504	NA
Aarts2008_adults_I00034	0.365356	0.094987	NA
Aarts2008_adults_I00035	0.272380	0.092537	NA
Aarts2008_adults_I00036	0.285206	0.093391	NA
Aarts2008_adults_I00037	0.200820	0.091439	NA
Aarts2008_adults_I00038	0.309877	0.093621	NA
Aarts2008_adults_I00039	0.383434	0.095702	NA
Aarts2008_adults_I00040	0.316377	0.093788	NA
Aarts2008_adults_I00041	0.303777	0.093746	NA
Aarts2008_adults_I00042	0.237478	0.092190	NA
Aarts2008_adults_I00043	0.324364	0.094147	NA
Aarts2008_adults_I00044	0.283674	0.093641	NA
Aarts2008_adults_I00045	0.223622	0.091866	NA
Aarts2008_adults_I00046	0.250813	0.092432	NA
Aarts2008_adults_I00047	0.245605	0.092155	NA
Aarts2008_adults_I00048	0.255103	0.092602	NA
Aarts2008_adults_I00049	0.299142	0.093630	NA
Adleman2002_adults_I00000	0.199166	0.095807	NA
Adleman2002_adults_I00001	0.104576	0.094877	NA
Adleman2002_adults_I00002	0.207701	0.095841	NA
Adleman2002_adults_I00003	0.191236	0.095604	NA
Adleman2002_adults_I00004	0.112906	0.095009	NA
Adleman2002_adults_I00005	0.051108	0.094474	NA
Adleman2002_adults_I00006	0.178168	0.095462	NA
Adleman2002_adults_I00007	0.117065	0.094965	NA
Adleman2002_adults_I00008	0.131742	0.095195	NA
Adleman2002_adults_I00009	0.139649	0.095209	NA
Adleman2002_adults_I00010	0.217147	0.095875	NA
Adleman2002_adults_I00011	0.113133	0.094904	NA
Adleman2002_adults_I00012	0.073104	0.094586	NA
Adleman2002_adults_I00013	0.180272	0.095609	NA
Adleman2002_adults_I00014	0.175183	0.095518	NA
Adleman2002_adults_I00015	0.178351	0.095457	NA
Adleman2002_adults_I00016	0.093857	0.094746	NA
Adleman2002_adults_I00017	0.102828	0.094856	NA
Adleman2002_adults_I00018	0.241366	0.096165	NA
Adleman2002_adults_I00019	0.155802	0.095331	NA
Adleman2002_adults_I00020	0.162558	0.095458	NA
Adleman2002_adults_I00021	0.128400	0.095146	NA
Adleman2002_adults_I00022	0.210505	0.095805	NA
Adleman2002_adults_I00023	0.206502	0.095752	NA
Adleman2002_adults_I00024	0.058064	0.094422	NA
Adleman2002_adults_I00025	0.124379	0.095081	NA
Adleman2002_adults_I00026	0.101709	0.094847	NA
Adleman2002_adults_I00027	0.221400	0.095983	NA
Adleman2002_adults_I00028	0.205153	0.095634	NA
Adleman2002_adults_I00029	0.086053	0.094754	NA
Adleman2002_adults_I00030	0.145254	0.095234	NA
Adleman2002_adults_I00031	0.190744	0.095758	NA
Adleman2002_adults_I00032	0.162170	0.095388	NA
Adleman2002_adults_I00033	0.177065	0.095546	NA
Adleman2002_adults_I00034	0.096223	0.094860	NA
Adleman2002_adults_I00035	0.048237	0.094400	NA
Adleman2002_adults_I00036	0.200529	0.095771	NA
Adleman2002_adults_I00037	0.037383	0.094363	NA
Adleman2002_adults_I00038	0.126276	0.095064	NA
Adleman2002_adults_I00039	0.221722	0.096037	NA
Adleman2002_adults_I00040	0.181773	0.095569	NA
Adleman2002_adults_I00041	0.123807	0.095014	NA
Adleman2002_adults_I00042	0.121024	0.095084	NA
Adleman2002_adults_I00043	0.129470	0.095099	NA
Adleman2002_adults_I00044	0.201896	0.095809	NA
Adleman2002_adults_I00045	0.107598	0.094897	NA
Adleman2002_adults_I00046	0.204137	0.095802	NA
Adleman2002_adults_I00047	0.146468	0.095278	NA
Adleman2002_adults_I00048	0.069771	0.094506	NA
Adleman2002_adults_I00049	0.117678	0.095003	NA
Andrews-Hanna2011_children_I00000	0.173538	0.032204	NA
Andrews-Hanna2011_children_I00001	0.136080	0.032095	NA
Andrews-Hanna2011_children_I00002	0.147784	0.032118	NA
Andrews-Hanna2011_children_I00003	0.151712	0.032135	NA
Andrews-Hanna2011_children_I00004	0.159435	0.032164	NA
Andrews-Hanna2011_children_I00005	0.195573	0.032305	NA
Andrews-Hanna2011_children_I00006	0.140613	0.032088	NA
Andrews-Hanna2011_children_I00007	0.114803	0.032000	NA
Andrews-Hanna2011_children_I00008	0.163528	0.032170	NA
Andrews-Hanna2011_children_I00009	0.170518	0.032191	NA
Andrews-Hanna2011_children_I00010	0.114878	0.032004	NA
Andrews-Hanna2011_children_I00011	0.179041	0.032235	NA
Andrews-Hanna2011_children_I00012	0.089505	0.031943	NA
Andrews-Hanna2011_children_I00013	0.163282	0.032182	NA
Andrews-Hanna2011_children_I00014	0.108550	0.032002	NA
Andrews-Hanna2011_children_I00015	0.139356	0.032070	NA
Andrews-Hanna2011_children_I00016	0.166817	0.032174	NA
Andrews-Hanna2011_children_I00017	0.153104	0.032141	NA
Andrews-Hanna2011_children_I00018	0.095525	0.031959	NA
Andrews-Hanna2011_children_I00019	0.130753	0.032087	NA
Andrews-Hanna2011_children_I00020	0.140860	0.032089	NA
Andrews-Hanna2011_children_I00021	0.137882	0.032090	NA
Andrews-Hanna2011_children_I00022	0.178669	0.032234	NA
Andrews-Hanna2011_children_I00023	0.093248	0.031948	NA
Andrews-Hanna2011_children_I00024	0.114435	0.032024	NA
Andrews-Hanna2011_children_I00025	0.065071	0.031842	NA
Andrews-Hanna2011_children_I00026	0.165481	0.032175	NA
Andrews-Hanna2011_children_I00027	0.145704	0.032116	NA
Andrews-Hanna2011_children_I00028	0.163705	0.032151	NA
Andrews-Hanna2011_children_I00029	0.169809	0.032178	NA
Andrews-Hanna2011_children_I00030	0.198144	0.032281	NA
Andrews-Hanna2011_children_I00031	0.151440	0.032117	NA
Andrews-Hanna2011_children_I00032	0.149450	0.032115	NA
Andrews-Hanna2011_children_I00033	0.177683	0.032208	NA
Andrews-Hanna2011_children_I00034	0.134828	0.032053	NA
Andrews-Hanna2011_children_I00035	0.159408	0.032167	NA
Andrews-Hanna2011_children_I00036	0.183960	0.032226	NA
Andrews-Hanna2011_children_I00037	0.195064	0.032285	NA
Andrews-Hanna2011_children_I00038	0.123331	0.032034	NA
Andrews-Hanna2011_children_I00039	0.122031	0.032037	NA
Andrews-Hanna2011_children_I00040	0.149999	0.032121	NA
Andrews-Hanna2011_children_I00041	0.181547	0.032228	NA
Andrews-Hanna2011_children_I00042	0.100329	0.031964	NA
Andrews-Hanna2011_children_I00043	0.178773	0.032227	NA
Andrews-Hanna2011_children_I00044	0.185291	0.032219	NA
Andrews-Hanna2011_children_I00045	0.122554	0.032025	NA
Andrews-Hanna2011_children_I00046	0.119375	0.032029	NA
Andrews-Hanna2011_children_I00047	0.122152	0.032046	NA
Andrews-Hanna2011_children_I00048	0.129909	0.032053	NA
Andrews-Hanna2011_children_I00049	0.159597	0.032167	NA
Ansari2006_adults_I00000	0.260477	0.078208	NA
Ansari2006_adults_I00001	0.270578	0.078137	NA
Ansari2006_adults_I00002	0.163236	0.075868	NA
Ansari2006_adults_I00003	0.186552	0.076437	NA
Ansari2006_adults_I00004	0.269483	0.078291	NA
Ansari2006_adults_I00005	0.363160	0.080488	NA
Ansari2006_adults_I00006	0.273697	0.078481	NA
Ansari2006_adults_I00007	0.296001	0.079311	NA
Ansari2006_adults_I00008	0.246649	0.078099	NA
Ansari2006_adults_I00009	0.223666	0.077323	NA
Ansari2006_adults_I00010	0.244364	0.077587	NA
Ansari2006_adults_I00011	0.270781	0.078480	NA
Ansari2006_adults_I00012	0.253379	0.077867	NA
Ansari2006_adults_I00013	0.357822	0.080427	NA
Ansari2006_adults_I00014	0.299116	0.079052	NA
Ansari2006_adults_I00015	0.263677	0.078238	NA
Ansari2006_adults_I00016	0.341896	0.080082	NA
Ansari2006_adults_I00017	0.210981	0.077014	NA
Ansari2006_adults_I00018	0.198227	0.076974	NA
Ansari2006_adults_I00019	0.269445	0.078501	NA
Ansari2006_adults_I00020	0.348108	0.080149	NA
Ansari2006_adults_I00021	0.266612	0.078257	NA
Ansari2006_adults_I00022	0.307305	0.079206	NA
Ansari2006_adults_I00023	0.347582	0.080159	NA
Ansari2006_adults_I00024	0.202488	0.076859	NA
Ansari2006_adults_I00025	0.277579	0.078592	NA
Ansari2006_adults_I00026	0.191469	0.076651	NA
Ansari2006_adults_I00027	0.268258	0.078065	NA
Ansari2006_adults_I00028	0.221683	0.077128	NA
Ansari2006_adults_I00029	0.315169	0.079258	NA
Ansari2006_adults_I00030	0.355662	0.080305	NA
Ansari2006_adults_I00031	0.287926	0.078863	NA
Ansari2006_adults_I00032	0.339203	0.079956	NA
Ansari2006_adults_I00033	0.340053	0.079677	NA
Ansari2006_adults_I00034	0.257873	0.077956	NA
Ansari2006_adults_I00035	0.233160	0.077508	NA
Ansari2006_adults_I00036	0.276773	0.078519	NA
Ansari2006_adults_I00037	0.206505	0.076950	NA
Ansari2006_adults_I00038	0.307274	0.078939	NA
Ansari2006_adults_I00039	0.305971	0.078649	NA
Ansari2006_adults_I00040	0.279510	0.078557	NA
Ansari2006_adults_I00041	0.230743	0.077448	NA
Ansari2006_adults_I00042	0.171817	0.076379	NA
Ansari2006_adults_I00043	0.243056	0.077634	NA
Ansari2006_adults_I00044	0.291131	0.079191	NA
Ansari2006_adults_I00045	0.243937	0.077966	NA
Ansari2006_adults_I00046	0.255796	0.077841	NA
Ansari2006_adults_I00047	0.269472	0.078375	NA
Ansari2006_adults_I00048	0.292692	0.079063	NA
Ansari2006_adults_I00049	0.317977	0.079137	NA
Balodis2013_adults_I00000	0.516947	0.037191	NA
Balodis2013_adults_I00001	0.516059	0.037236	NA
Balodis2013_adults_I00002	0.519314	0.037338	NA
Balodis2013_adults_I00003	0.547963	0.037408	NA
