map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.240416	NA	NA
Hedges' <i>g</i>	0.079193	0.000631	3.229018
uncorrp	0.998252	NA	NA
uncorrp_neg	0.001748	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.008263	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.193126	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	11.110690	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	108.092987	NA	-1.318521
corrp_voxel	0.999014	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.992492	NA	NA
corrp_tfce_neg	0.554002	NA	NA
Aarts2008_adults_I00000	0.293037	0.092675	NA
Aarts2008_adults_I00001	0.263467	0.091984	NA
Aarts2008_adults_I00002	0.315673	0.093613	NA
Aarts2008_adults_I00003	0.301178	0.093025	NA
Aarts2008_adults_I00004	0.281151	0.092379	NA
Aarts2008_adults_I00005	0.352304	0.094158	NA
Aarts2008_adults_I00006	0.154771	0.089591	NA
Aarts2008_adults_I00007	0.278024	0.092547	NA
Aarts2008_adults_I00008	0.314364	0.093232	NA
Aarts2008_adults_I00009	0.355684	0.094010	NA
Aarts2008_adults_I00010	0.260605	0.091773	NA
Aarts2008_adults_I00011	0.311333	0.093232	NA
Aarts2008_adults_I00012	0.202762	0.090622	NA
Aarts2008_adults_I00013	0.267818	0.092099	NA
Aarts2008_adults_I00014	0.202519	0.090611	NA
Aarts2008_adults_I00015	0.239412	0.091452	NA
Aarts2008_adults_I00016	0.230941	0.090994	NA
Aarts2008_adults_I00017	0.309354	0.093577	NA
Aarts2008_adults_I00018	0.314107	0.093449	NA
Aarts2008_adults_I00019	0.277398	0.092254	NA
Aarts2008_adults_I00020	0.283693	0.092507	NA
Aarts2008_adults_I00021	0.237671	0.091395	NA
Aarts2008_adults_I00022	0.334817	0.093537	NA
Aarts2008_adults_I00023	0.251467	0.092141	NA
Aarts2008_adults_I00024	0.344855	0.093747	NA
Aarts2008_adults_I00025	0.373901	0.094560	NA
Aarts2008_adults_I00026	0.417661	0.096113	NA
Aarts2008_adults_I00027	0.196426	0.090887	NA
Aarts2008_adults_I00028	0.264215	0.092220	NA
Aarts2008_adults_I00029	0.301529	0.092622	NA
Aarts2008_adults_I00030	0.336368	0.093967	NA
Aarts2008_adults_I00031	0.225910	0.090990	NA
Aarts2008_adults_I00032	0.347007	0.093978	NA
Aarts2008_adults_I00033	0.266105	0.092172	NA
Aarts2008_adults_I00034	0.337870	0.093998	NA
Aarts2008_adults_I00035	0.267856	0.092041	NA
Aarts2008_adults_I00036	0.338918	0.093881	NA
Aarts2008_adults_I00037	0.243186	0.091700	NA
Aarts2008_adults_I00038	0.311644	0.093345	NA
Aarts2008_adults_I00039	0.344189	0.094006	NA
Aarts2008_adults_I00040	0.292975	0.092899	NA
Aarts2008_adults_I00041	0.349954	0.093956	NA
Aarts2008_adults_I00042	0.245836	0.091703	NA
Aarts2008_adults_I00043	0.350832	0.094243	NA
Aarts2008_adults_I00044	0.294716	0.092893	NA
Aarts2008_adults_I00045	0.251116	0.091675	NA
Aarts2008_adults_I00046	0.187590	0.090233	NA
Aarts2008_adults_I00047	0.249954	0.092005	NA
Aarts2008_adults_I00048	0.288116	0.092863	NA
Aarts2008_adults_I00049	0.284315	0.092777	NA
Adleman2002_adults_I00000	0.217941	0.096025	NA
Adleman2002_adults_I00001	0.119182	0.095077	NA
Adleman2002_adults_I00002	0.191084	0.095886	NA
Adleman2002_adults_I00003	0.189358	0.095714	NA
Adleman2002_adults_I00004	0.171466	0.095597	NA
Adleman2002_adults_I00005	0.112552	0.094930	NA
Adleman2002_adults_I00006	0.190124	0.095672	NA
Adleman2002_adults_I00007	0.147211	0.095253	NA
Adleman2002_adults_I00008	0.166302	0.095598	NA
Adleman2002_adults_I00009	0.141352	0.095207	NA
Adleman2002_adults_I00010	0.225161	0.096022	NA
Adleman2002_adults_I00011	0.082479	0.094560	NA
Adleman2002_adults_I00012	0.097407	0.094696	NA
Adleman2002_adults_I00013	0.166745	0.095681	NA
Adleman2002_adults_I00014	0.205892	0.095875	NA
Adleman2002_adults_I00015	0.166318	0.095522	NA
Adleman2002_adults_I00016	0.101446	0.094773	NA
Adleman2002_adults_I00017	0.154500	0.095313	NA
Adleman2002_adults_I00018	0.238007	0.096288	NA
Adleman2002_adults_I00019	0.196844	0.095925	NA
Adleman2002_adults_I00020	0.149525	0.095345	NA
Adleman2002_adults_I00021	0.168772	0.095641	NA
Adleman2002_adults_I00022	0.215691	0.095953	NA
Adleman2002_adults_I00023	0.217596	0.096069	NA
Adleman2002_adults_I00024	0.105709	0.094836	NA
Adleman2002_adults_I00025	0.183814	0.095757	NA
Adleman2002_adults_I00026	0.140878	0.095163	NA
Adleman2002_adults_I00027	0.233601	0.096188	NA
Adleman2002_adults_I00028	0.169054	0.095412	NA
Adleman2002_adults_I00029	0.150080	0.095286	NA
Adleman2002_adults_I00030	0.163092	0.095491	NA
Adleman2002_adults_I00031	0.191214	0.095842	NA
Adleman2002_adults_I00032	0.129824	0.095107	NA
Adleman2002_adults_I00033	0.171695	0.095654	NA
Adleman2002_adults_I00034	0.165079	0.095544	NA
Adleman2002_adults_I00035	0.115253	0.095050	NA
Adleman2002_adults_I00036	0.216467	0.096063	NA
Adleman2002_adults_I00037	0.118420	0.095021	NA
