map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.208629	NA	NA
Hedges' <i>g</i>	0.152419	0.002142	3.293663
uncorrp	0.999506	NA	NA
uncorrp_neg	0.000494	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000819	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.020076	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	1.968120	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	90.051994	NA	-1.460101
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Andrews-Hanna2011_children_I00000	-0.074995	0.031346	NA
Andrews-Hanna2011_children_I00001	0.267057	0.032469	NA
Andrews-Hanna2011_children_I00002	-0.088157	0.031383	NA
Andrews-Hanna2011_children_I00003	0.240254	0.032237	NA
Andrews-Hanna2011_children_I00004	0.236342	0.032205	NA
Andrews-Hanna2011_children_I00005	-0.112839	0.031468	NA
Andrews-Hanna2011_children_I00006	-0.103689	0.031434	NA
Andrews-Hanna2011_children_I00007	0.249689	0.032316	NA
Andrews-Hanna2011_children_I00008	-0.073365	0.031342	NA
Andrews-Hanna2011_children_I00009	0.214215	0.032034	NA
Andrews-Hanna2011_children_I00010	-0.095134	0.031405	NA
Andrews-Hanna2011_children_I00011	0.216103	0.032048	NA
Andrews-Hanna2011_children_I00012	-0.096631	0.031410	NA
Andrews-Hanna2011_children_I00013	0.230758	0.032160	NA
Andrews-Hanna2011_children_I00014	0.235717	0.032200	NA
Andrews-Hanna2011_children_I00015	-0.111599	0.031463	NA
Andrews-Hanna2011_children_I00016	-0.081227	0.031363	NA
Andrews-Hanna2011_children_I00017	0.245808	0.032283	NA
Andrews-Hanna2011_children_I00018	-0.093609	0.031400	NA
Andrews-Hanna2011_children_I00019	0.235172	0.032195	NA
Andrews-Hanna2011_children_I00020	-0.088654	0.031384	NA
Andrews-Hanna2011_children_I00021	0.241010	0.032243	NA
Andrews-Hanna2011_children_I00022	0.189429	0.031863	NA
Andrews-Hanna2011_children_I00023	0.267871	0.032476	NA
Andrews-Hanna2011_children_I00024	0.225052	0.032116	NA
Andrews-Hanna2011_children_I00025	0.195464	0.031903	NA
Andrews-Hanna2011_children_I00026	0.225358	0.032118	NA
Andrews-Hanna2011_children_I00027	-0.112625	0.031467	NA
Andrews-Hanna2011_children_I00028	-0.109643	0.031455	NA
Andrews-Hanna2011_children_I00029	-0.095522	0.031406	NA
Andrews-Hanna2011_children_I00030	0.221758	0.032090	NA
Andrews-Hanna2011_children_I00031	-0.092336	0.031396	NA
Andrews-Hanna2011_children_I00032	0.215037	0.032040	NA
Andrews-Hanna2011_children_I00033	-0.097599	0.031413	NA
Andrews-Hanna2011_children_I00034	0.239015	0.032226	NA
Andrews-Hanna2011_children_I00035	0.230918	0.032161	NA
Andrews-Hanna2011_children_I00036	0.252286	0.032338	NA
Andrews-Hanna2011_children_I00037	-0.110423	0.031458	NA
Andrews-Hanna2011_children_I00038	0.241335	0.032245	NA
Andrews-Hanna2011_children_I00039	0.230703	0.032160	NA
Andrews-Hanna2011_children_I00040	0.231617	0.032167	NA
Andrews-Hanna2011_children_I00041	0.239424	0.032230	NA
Andrews-Hanna2011_children_I00042	0.264171	0.032443	NA
Andrews-Hanna2011_children_I00043	0.261306	0.032417	NA
Andrews-Hanna2011_children_I00044	-0.106627	0.031444	NA
Andrews-Hanna2011_children_I00045	-0.105840	0.031441	NA
Andrews-Hanna2011_children_I00046	0.239180	0.032228	NA
Andrews-Hanna2011_children_I00047	0.220102	0.032078	NA
Andrews-Hanna2011_children_I00048	-0.049258	0.031291	NA
Andrews-Hanna2011_children_I00049	0.206233	0.031977	NA
deKieviet2014_children_I00000	0.200912	0.021733	NA
deKieviet2014_children_I00001	-0.048289	0.021303	NA
deKieviet2014_children_I00002	0.245496	0.021957	NA
deKieviet2014_children_I00003	0.209205	0.021771	NA
deKieviet2014_children_I00004	-0.068153	0.021329	NA
deKieviet2014_children_I00005	-0.094246	0.021377	NA
deKieviet2014_children_I00006	0.215896	0.021803	NA
deKieviet2014_children_I00007	-0.065174	0.021325	NA
deKieviet2014_children_I00008	0.194620	0.021704	NA
deKieviet2014_children_I00009	0.232804	0.021889	NA
deKieviet2014_children_I00010	0.186804	0.021671	NA
deKieviet2014_children_I00011	0.231419	0.021881	NA
deKieviet2014_children_I00012	-0.078819	0.021347	NA
deKieviet2014_children_I00013	0.208016	0.021765	NA
deKieviet2014_children_I00014	0.238844	0.021921	NA
deKieviet2014_children_I00015	0.217109	0.021809	NA
deKieviet2014_children_I00016	-0.101914	0.021394	NA
deKieviet2014_children_I00017	0.180129	0.021643	NA
deKieviet2014_children_I00018	0.206128	0.021757	NA
deKieviet2014_children_I00019	-0.033290	0.021289	NA
deKieviet2014_children_I00020	0.196915	0.021715	NA
deKieviet2014_children_I00021	-0.072255	0.021336	NA
deKieviet2014_children_I00022	0.237394	0.021913	NA
deKieviet2014_children_I00023	0.203054	0.021742	NA
deKieviet2014_children_I00024	-0.087798	0.021364	NA
deKieviet2014_children_I00025	0.215686	0.021802	NA
deKieviet2014_children_I00026	-0.055956	0.021312	NA
deKieviet2014_children_I00027	0.201084	0.021733	NA
deKieviet2014_children_I00028	0.188957	0.021680	NA
deKieviet2014_children_I00029	-0.075345	0.021341	NA
deKieviet2014_children_I00030	0.209411	0.021772	NA
deKieviet2014_children_I00031	0.241309	0.021934	NA
deKieviet2014_children_I00032	0.206528	0.021758	NA
deKieviet2014_children_I00033	0.201536	0.021735	NA
deKieviet2014_children_I00034	-0.079141	0.021347	NA
deKieviet2014_children_I00035	-0.073721	0.021338	NA
deKieviet2014_children_I00036	0.207072	0.021761	NA
deKieviet2014_children_I00037	-0.061363	0.021319	NA
deKieviet2014_children_I00038	0.192813	0.021697	NA
deKieviet2014_children_I00039	0.217783	0.021812	NA
deKieviet2014_children_I00040	0.214836	0.021798	NA
deKieviet2014_children_I00041	0.189943	0.021684	NA
deKieviet2014_children_I00042	-0.042662	0.021297	NA
