map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.138721	NA	NA
Hedges' <i>g</i>	0.124271	0.002017	2.767182
uncorrp	0.997173	NA	NA
uncorrp_neg	0.002827	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>&tau;</i><sup>2</sup>	0.000001	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>H</i><sup>2</sup>	1.000030	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>I</i><sup>2</sup>	0.003005	NA	NA
MyLinearModel_Adult_minus_ChildOld_<i>Q</i><sup>2</sup>	74.475235	NA	-2.741568
corrp_voxel	0.999000	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.999000	NA	NA
corrp_tfce_neg	0.732000	NA	NA
Andrews-Hanna2011_children_I00000	-0.138604	0.031578	NA
Andrews-Hanna2011_children_I00001	-0.147220	0.031620	NA
Andrews-Hanna2011_children_I00002	-0.145286	0.031611	NA
Andrews-Hanna2011_children_I00003	-0.161844	0.031698	NA
Andrews-Hanna2011_children_I00004	0.184336	0.031831	NA
Andrews-Hanna2011_children_I00005	-0.130446	0.031541	NA
Andrews-Hanna2011_children_I00006	-0.140094	0.031585	NA
Andrews-Hanna2011_children_I00007	0.197647	0.031918	NA
Andrews-Hanna2011_children_I00008	-0.144006	0.031604	NA
Andrews-Hanna2011_children_I00009	0.238821	0.032225	NA
Andrews-Hanna2011_children_I00010	-0.144267	0.031606	NA
Andrews-Hanna2011_children_I00011	0.208068	0.031990	NA
Andrews-Hanna2011_children_I00012	0.202589	0.031951	NA
Andrews-Hanna2011_children_I00013	-0.118500	0.031490	NA
Andrews-Hanna2011_children_I00014	-0.140008	0.031585	NA
Andrews-Hanna2011_children_I00015	0.218485	0.032066	NA
Andrews-Hanna2011_children_I00016	0.206523	0.031979	NA
Andrews-Hanna2011_children_I00017	0.205811	0.031974	NA
Andrews-Hanna2011_children_I00018	-0.133651	0.031555	NA
Andrews-Hanna2011_children_I00019	0.201707	0.031945	NA
Andrews-Hanna2011_children_I00020	0.224671	0.032113	NA
Andrews-Hanna2011_children_I00021	0.204133	0.031962	NA
Andrews-Hanna2011_children_I00022	0.190970	0.031873	NA
Andrews-Hanna2011_children_I00023	0.207527	0.031986	NA
Andrews-Hanna2011_children_I00024	0.170727	0.031748	NA
Andrews-Hanna2011_children_I00025	0.208919	0.031996	NA
Andrews-Hanna2011_children_I00026	-0.130797	0.031542	NA
Andrews-Hanna2011_children_I00027	0.180111	0.031804	NA
Andrews-Hanna2011_children_I00028	-0.154927	0.031660	NA
Andrews-Hanna2011_children_I00029	0.202956	0.031954	NA
Andrews-Hanna2011_children_I00030	-0.139064	0.031581	NA
Andrews-Hanna2011_children_I00031	-0.140705	0.031588	NA
Andrews-Hanna2011_children_I00032	0.212475	0.032022	NA
Andrews-Hanna2011_children_I00033	-0.135925	0.031566	NA
Andrews-Hanna2011_children_I00034	0.183980	0.031829	NA
Andrews-Hanna2011_children_I00035	0.206161	0.031976	NA
Andrews-Hanna2011_children_I00036	0.196940	0.031913	NA
Andrews-Hanna2011_children_I00037	-0.168035	0.031733	NA
Andrews-Hanna2011_children_I00038	-0.139036	0.031580	NA
Andrews-Hanna2011_children_I00039	0.220255	0.032079	NA
Andrews-Hanna2011_children_I00040	0.206059	0.031976	NA
Andrews-Hanna2011_children_I00041	0.169326	0.031740	NA
Andrews-Hanna2011_children_I00042	0.192941	0.031886	NA
Andrews-Hanna2011_children_I00043	0.210184	0.032005	NA
Andrews-Hanna2011_children_I00044	0.211361	0.032014	NA
Andrews-Hanna2011_children_I00045	-0.125124	0.031518	NA
Andrews-Hanna2011_children_I00046	0.204393	0.031964	NA
Andrews-Hanna2011_children_I00047	-0.134545	0.031559	NA
Andrews-Hanna2011_children_I00048	-0.136417	0.031568	NA
Andrews-Hanna2011_children_I00049	-0.125358	0.031519	NA
deKieviet2014_children_I00000	0.183881	0.021659	NA
deKieviet2014_children_I00001	0.186486	0.021669	NA
deKieviet2014_children_I00002	0.179105	0.021639	NA
deKieviet2014_children_I00003	0.173510	0.021617	NA
deKieviet2014_children_I00004	-0.115386	0.021427	NA
deKieviet2014_children_I00005	0.175024	0.021623	NA
deKieviet2014_children_I00006	-0.084511	0.021357	NA
deKieviet2014_children_I00007	0.182808	0.021654	NA
deKieviet2014_children_I00008	0.184610	0.021662	NA
deKieviet2014_children_I00009	0.207706	0.021764	NA
deKieviet2014_children_I00010	-0.090456	0.021369	NA
deKieviet2014_children_I00011	-0.076290	0.021342	NA
deKieviet2014_children_I00012	0.181561	0.021649	NA
deKieviet2014_children_I00013	0.190499	0.021686	NA
deKieviet2014_children_I00014	-0.095785	0.021380	NA
deKieviet2014_children_I00015	-0.108519	0.021410	NA
deKieviet2014_children_I00016	-0.091737	0.021372	NA
deKieviet2014_children_I00017	-0.095416	0.021379	NA
deKieviet2014_children_I00018	-0.079634	0.021348	NA
deKieviet2014_children_I00019	0.176793	0.021630	NA
deKieviet2014_children_I00020	0.150106	0.021531	NA
deKieviet2014_children_I00021	0.153534	0.021543	NA
deKieviet2014_children_I00022	0.189573	0.021683	NA
deKieviet2014_children_I00023	-0.113453	0.021422	NA
deKieviet2014_children_I00024	-0.107037	0.021406	NA
deKieviet2014_children_I00025	0.188174	0.021677	NA
deKieviet2014_children_I00026	-0.097178	0.021383	NA
deKieviet2014_children_I00027	-0.107660	0.021408	NA
deKieviet2014_children_I00028	0.186605	0.021670	NA
deKieviet2014_children_I00029	-0.085649	0.021359	NA
deKieviet2014_children_I00030	0.174262	0.021620	NA
deKieviet2014_children_I00031	0.165738	0.021587	NA
deKieviet2014_children_I00032	-0.090169	0.021368	NA
deKieviet2014_children_I00033	0.158106	0.021559	NA
deKieviet2014_children_I00034	-0.094978	0.021378	NA
deKieviet2014_children_I00035	-0.112120	0.021419	NA
deKieviet2014_children_I00036	0.205895	0.021755	NA
deKieviet2014_children_I00037	0.199998	0.021728	NA
deKieviet2014_children_I00038	0.191032	0.021689	NA
deKieviet2014_children_I00039	0.183493	0.021657	NA
deKieviet2014_children_I00040	-0.090102	0.021368	NA
deKieviet2014_children_I00041	-0.106907	0.021406	NA
deKieviet2014_children_I00042	0.184120	0.021659	NA
deKieviet2014_children_I00043	-0.111857	0.021418	NA
deKieviet2014_children_I00044	-0.104885	0.021401	NA
deKieviet2014_children_I00045	-0.112886	0.021421	NA
deKieviet2014_children_I00046	0.170679	0.021606	NA
deKieviet2014_children_I00047	-0.123222	0.021448	NA
deKieviet2014_children_I00048	-0.111259	0.021416	NA
deKieviet2014_children_I00049	0.187837	0.021675	NA
Fan2014_children_I00000	0.196763	0.044434	NA
Fan2014_children_I00001	-0.134785	0.043927	NA
Fan2014_children_I00002	-0.139375	0.043958	NA
Fan2014_children_I00003	0.180019	0.044278	NA
Fan2014_children_I00004	0.179094	0.044270	NA
Fan2014_children_I00005	-0.145011	0.043997	NA
Fan2014_children_I00006	-0.145492	0.044001	NA
Fan2014_children_I00007	-0.141329	0.043971	NA
Fan2014_children_I00008	-0.146322	0.044007	NA
Fan2014_children_I00009	-0.128942	0.043889	NA
Fan2014_children_I00010	0.184264	0.044316	NA
Fan2014_children_I00011	-0.139809	0.043961	NA
Fan2014_children_I00012	-0.151182	0.044042	NA
Fan2014_children_I00013	0.178856	0.044268	NA
Fan2014_children_I00014	0.178555	0.044265	NA
Fan2014_children_I00015	0.186002	0.044332	NA
Fan2014_children_I00016	-0.133643	0.043919	NA
Fan2014_children_I00017	-0.140207	0.043963	NA
Fan2014_children_I00018	0.166219	0.044160	NA
Fan2014_children_I00019	0.173142	0.044218	NA
Fan2014_children_I00020	0.180124	0.044279	NA
Fan2014_children_I00021	-0.133788	0.043920	NA
Fan2014_children_I00022	-0.153558	0.044060	NA
Fan2014_children_I00023	0.191635	0.044385	NA
Fan2014_children_I00024	0.182079	0.044297	NA
Fan2014_children_I00025	-0.136771	0.043940	NA
Fan2014_children_I00026	0.184836	0.044321	NA
Fan2014_children_I00027	-0.142312	0.043978	NA
Fan2014_children_I00028	-0.137457	0.043945	NA
Fan2014_children_I00029	0.170175	0.044193	NA
Fan2014_children_I00030	0.174835	0.044233	NA
Fan2014_children_I00031	-0.155298	0.044074	NA
Fan2014_children_I00032	0.172672	0.044214	NA
Fan2014_children_I00033	-0.145944	0.044004	NA
Fan2014_children_I00034	-0.144213	0.043992	NA
Fan2014_children_I00035	-0.165943	0.044158	NA
Fan2014_children_I00036	-0.138641	0.043953	NA
Fan2014_children_I00037	0.176543	0.044248	NA
Fan2014_children_I00038	0.184391	0.044317	NA
Fan2014_children_I00039	0.181049	0.044287	NA
Fan2014_children_I00040	-0.150385	0.044036	NA
Fan2014_children_I00041	0.207720	0.044543	NA
Fan2014_children_I00042	-0.157797	0.044093	NA
Fan2014_children_I00043	0.173414	0.044220	NA
Fan2014_children_I00044	0.171957	0.044208	NA
Fan2014_children_I00045	-0.146043	0.044005	NA
Fan2014_children_I00046	0.183975	0.044314	NA
Fan2014_children_I00047	0.185856	0.044331	NA
Fan2014_children_I00048	0.186535	0.044337	NA
Fan2014_children_I00049	0.181193	0.044289	NA
Hansen2018_children_I00000	0.101824	0.005879	NA
Hansen2018_children_I00001	0.131891	0.005899	NA
Hansen2018_children_I00002	-0.050565	0.005856	NA
Hansen2018_children_I00003	0.107564	0.005882	NA
Hansen2018_children_I00004	-0.037254	0.005852	NA
Hansen2018_children_I00005	0.110130	0.005884	NA
Hansen2018_children_I00006	-0.036487	0.005852	NA
Hansen2018_children_I00007	0.115710	0.005888	NA
Hansen2018_children_I00008	0.126690	0.005895	NA
Hansen2018_children_I00009	0.108577	0.005883	NA
Hansen2018_children_I00010	-0.041142	0.005853	NA
Hansen2018_children_I00011	0.118272	0.005889	NA
Hansen2018_children_I00012	0.110677	0.005884	NA
Hansen2018_children_I00013	-0.036567	0.005852	NA
Hansen2018_children_I00014	-0.040911	0.005853	NA
Hansen2018_children_I00015	0.113487	0.005886	NA
Hansen2018_children_I00016	0.116756	0.005888	NA
Hansen2018_children_I00017	0.111971	0.005885	NA
Hansen2018_children_I00018	0.104962	0.005881	NA
Hansen2018_children_I00019	-0.037655	0.005852	NA
Hansen2018_children_I00020	0.104914	0.005880	NA
Hansen2018_children_I00021	0.118166	0.005889	NA
Hansen2018_children_I00022	-0.033704	0.005851	NA
Hansen2018_children_I00023	0.108357	0.005883	NA
Hansen2018_children_I00024	0.113151	0.005886	NA
Hansen2018_children_I00025	-0.036221	0.005852	NA
Hansen2018_children_I00026	0.094515	0.005874	NA
Hansen2018_children_I00027	0.104307	0.005880	NA
Hansen2018_children_I00028	-0.046119	0.005854	NA
Hansen2018_children_I00029	0.111291	0.005885	NA
Hansen2018_children_I00030	-0.037113	0.005852	NA
Hansen2018_children_I00031	0.118951	0.005890	NA
Hansen2018_children_I00032	-0.036160	0.005852	NA
Hansen2018_children_I00033	-0.035492	0.005852	NA
Hansen2018_children_I00034	-0.033496	0.005851	NA
Hansen2018_children_I00035	0.109166	0.005883	NA
Hansen2018_children_I00036	0.108483	0.005883	NA
Hansen2018_children_I00037	0.113112	0.005886	NA
Hansen2018_children_I00038	0.108351	0.005883	NA
Hansen2018_children_I00039	0.112093	0.005885	NA
Hansen2018_children_I00040	-0.033388	0.005851	NA
Hansen2018_children_I00041	0.116359	0.005888	NA
Hansen2018_children_I00042	0.117603	0.005889	NA
Hansen2018_children_I00043	0.114795	0.005887	NA
Hansen2018_children_I00044	0.112723	0.005886	NA
Hansen2018_children_I00045	0.117007	0.005888	NA
Hansen2018_children_I00046	-0.038831	0.005852	NA
Hansen2018_children_I00047	0.102465	0.005879	NA
Hansen2018_children_I00048	-0.037594	0.005852	NA
Hansen2018_children_I00049	0.123670	0.005893	NA
Mincic2010_children_I00000	-0.117678	0.028786	NA
Mincic2010_children_I00001	-0.119774	0.028794	NA
Mincic2010_children_I00002	0.146336	0.028903	NA
Mincic2010_children_I00003	-0.111568	0.028764	NA
Mincic2010_children_I00004	0.145222	0.028898	NA
Mincic2010_children_I00005	0.154718	0.028943	NA
Mincic2010_children_I00006	0.145948	0.028902	NA
Mincic2010_children_I00007	0.147647	0.028909	NA
Mincic2010_children_I00008	0.144978	0.028897	NA
Mincic2010_children_I00009	0.149502	0.028918	NA
Mincic2010_children_I00010	0.152638	0.028933	NA
Mincic2010_children_I00011	0.155102	0.028944	NA
Mincic2010_children_I00012	0.151399	0.028927	NA
Mincic2010_children_I00013	-0.120854	0.028798	NA
Mincic2010_children_I00014	-0.113577	0.028771	NA
Mincic2010_children_I00015	0.154988	0.028944	NA
Mincic2010_children_I00016	-0.112208	0.028767	NA
Mincic2010_children_I00017	-0.117196	0.028784	NA
Mincic2010_children_I00018	0.163900	0.028988	NA
Mincic2010_children_I00019	0.152680	0.028933	NA
Mincic2010_children_I00020	-0.118177	0.028788	NA
Mincic2010_children_I00021	-0.104954	0.028742	NA
Mincic2010_children_I00022	0.149634	0.028919	NA
Mincic2010_children_I00023	-0.115117	0.028777	NA
Mincic2010_children_I00024	0.153775	0.028938	NA
Mincic2010_children_I00025	0.153395	0.028936	NA
Mincic2010_children_I00026	0.150557	0.028923	NA
Mincic2010_children_I00027	0.142288	0.028885	NA
Mincic2010_children_I00028	-0.125227	0.028815	NA
Mincic2010_children_I00029	0.149017	0.028916	NA
