map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.153620	NA	NA
Hedges' <i>g</i>	0.058826	0.000644	2.328902
uncorrp	0.988196	NA	NA
uncorrp_neg	0.011804	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.009687	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.241656	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	18.970345	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	135.005905	NA	0.144840
corrp_voxel	0.993850	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.946321	NA	NA
corrp_tfce_neg	0.000000	NA	NA
Andrews-Hanna2011_children_I00000	0.086852	0.031920	NA
Andrews-Hanna2011_children_I00001	0.078222	0.031881	NA
Andrews-Hanna2011_children_I00002	0.101710	0.031859	NA
Andrews-Hanna2011_children_I00003	0.071751	0.031861	NA
Andrews-Hanna2011_children_I00004	0.003882	0.031692	NA
Andrews-Hanna2011_children_I00005	0.146007	0.032007	NA
Andrews-Hanna2011_children_I00006	0.092521	0.031898	NA
Andrews-Hanna2011_children_I00007	0.165655	0.031999	NA
Andrews-Hanna2011_children_I00008	-0.020237	0.031695	NA
Andrews-Hanna2011_children_I00009	0.140629	0.031994	NA
Andrews-Hanna2011_children_I00010	0.046107	0.031829	NA
Andrews-Hanna2011_children_I00011	0.122537	0.031881	NA
Andrews-Hanna2011_children_I00012	0.180310	0.032112	NA
Andrews-Hanna2011_children_I00013	0.105366	0.031904	NA
Andrews-Hanna2011_children_I00014	0.048697	0.031827	NA
Andrews-Hanna2011_children_I00015	0.102135	0.031918	NA
Andrews-Hanna2011_children_I00016	0.086449	0.031858	NA
Andrews-Hanna2011_children_I00017	0.030059	0.031827	NA
Andrews-Hanna2011_children_I00018	-0.025811	0.031681	NA
Andrews-Hanna2011_children_I00019	0.105451	0.031867	NA
Andrews-Hanna2011_children_I00020	0.053063	0.031834	NA
Andrews-Hanna2011_children_I00021	0.066179	0.031846	NA
Andrews-Hanna2011_children_I00022	0.052286	0.031812	NA
Andrews-Hanna2011_children_I00023	-0.004511	0.031735	NA
Andrews-Hanna2011_children_I00024	0.015293	0.031780	NA
Andrews-Hanna2011_children_I00025	0.096005	0.031900	NA
Andrews-Hanna2011_children_I00026	0.050677	0.031815	NA
Andrews-Hanna2011_children_I00027	0.142956	0.031962	NA
Andrews-Hanna2011_children_I00028	0.113148	0.031921	NA
Andrews-Hanna2011_children_I00029	0.062107	0.031825	NA
Andrews-Hanna2011_children_I00030	0.147301	0.032037	NA
Andrews-Hanna2011_children_I00031	0.050496	0.031837	NA
Andrews-Hanna2011_children_I00032	0.118515	0.031940	NA
Andrews-Hanna2011_children_I00033	0.005878	0.031724	NA
Andrews-Hanna2011_children_I00034	0.139695	0.031919	NA
Andrews-Hanna2011_children_I00035	0.140031	0.031975	NA
Andrews-Hanna2011_children_I00036	0.133841	0.031965	NA
Andrews-Hanna2011_children_I00037	0.058554	0.031852	NA
Andrews-Hanna2011_children_I00038	0.059329	0.031824	NA
Andrews-Hanna2011_children_I00039	0.170619	0.032037	NA
Andrews-Hanna2011_children_I00040	0.112951	0.031904	NA
Andrews-Hanna2011_children_I00041	0.109291	0.031914	NA
Andrews-Hanna2011_children_I00042	-0.003000	0.031701	NA
Andrews-Hanna2011_children_I00043	0.095867	0.031887	NA
Andrews-Hanna2011_children_I00044	0.041500	0.031780	NA
Andrews-Hanna2011_children_I00045	0.045014	0.031813	NA
Andrews-Hanna2011_children_I00046	0.095492	0.031876	NA
Andrews-Hanna2011_children_I00047	0.094169	0.031877	NA
Andrews-Hanna2011_children_I00048	0.012613	0.031733	NA
Andrews-Hanna2011_children_I00049	0.163172	0.032020	NA
deKieviet2014_children_I00000	0.129163	0.021697	NA
deKieviet2014_children_I00001	0.077856	0.021587	NA
deKieviet2014_children_I00002	0.064168	0.021566	NA
deKieviet2014_children_I00003	0.109068	0.021633	NA
deKieviet2014_children_I00004	0.006635	0.021506	NA
deKieviet2014_children_I00005	0.047634	0.021589	NA
deKieviet2014_children_I00006	0.096575	0.021604	NA
deKieviet2014_children_I00007	0.015422	0.021534	NA
deKieviet2014_children_I00008	0.095213	0.021617	NA
deKieviet2014_children_I00009	0.066116	0.021578	NA
deKieviet2014_children_I00010	0.106866	0.021591	NA
deKieviet2014_children_I00011	0.141251	0.021646	NA
deKieviet2014_children_I00012	0.076733	0.021597	NA
deKieviet2014_children_I00013	0.151876	0.021671	NA
deKieviet2014_children_I00014	0.127149	0.021648	NA
deKieviet2014_children_I00015	0.082199	0.021601	NA
deKieviet2014_children_I00016	0.106988	0.021627	NA
deKieviet2014_children_I00017	0.043756	0.021562	NA
deKieviet2014_children_I00018	0.147975	0.021655	NA
deKieviet2014_children_I00019	0.118691	0.021631	NA
deKieviet2014_children_I00020	0.100926	0.021636	NA
deKieviet2014_children_I00021	0.035784	0.021553	NA
deKieviet2014_children_I00022	0.111674	0.021625	NA
deKieviet2014_children_I00023	0.079733	0.021601	NA
deKieviet2014_children_I00024	-0.031169	0.021473	NA
deKieviet2014_children_I00025	0.001239	0.021509	NA
deKieviet2014_children_I00026	0.060343	0.021576	NA
deKieviet2014_children_I00027	0.097002	0.021613	NA
deKieviet2014_children_I00028	0.107356	0.021626	NA
deKieviet2014_children_I00029	0.058808	0.021584	NA
deKieviet2014_children_I00030	0.121841	0.021687	NA
deKieviet2014_children_I00031	0.054436	0.021547	NA
deKieviet2014_children_I00032	0.083996	0.021609	NA
deKieviet2014_children_I00033	0.097758	0.021632	NA
deKieviet2014_children_I00034	0.080136	0.021620	NA
deKieviet2014_children_I00035	0.030250	0.021557	NA
deKieviet2014_children_I00036	0.101384	0.021612	NA
deKieviet2014_children_I00037	-0.000594	0.021547	NA
deKieviet2014_children_I00038	0.099401	0.021638	NA
deKieviet2014_children_I00039	0.150236	0.021689	NA
deKieviet2014_children_I00040	0.162175	0.021719	NA
deKieviet2014_children_I00041	0.022133	0.021504	NA
deKieviet2014_children_I00042	0.113277	0.021641	NA
deKieviet2014_children_I00043	0.110598	0.021655	NA
deKieviet2014_children_I00044	0.099938	0.021642	NA
deKieviet2014_children_I00045	0.020973	0.021545	NA
deKieviet2014_children_I00046	0.056524	0.021546	NA
deKieviet2014_children_I00047	0.042764	0.021539	NA
deKieviet2014_children_I00048	0.114496	0.021625	NA
deKieviet2014_children_I00049	0.029192	0.021543	NA
Fan2014_children_I00000	0.037047	0.044193	NA
Fan2014_children_I00001	0.086020	0.044204	NA
Fan2014_children_I00002	0.071490	0.044225	NA
Fan2014_children_I00003	0.096929	0.044297	NA
Fan2014_children_I00004	0.056197	0.044163	NA
