map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.171241	NA	NA
Hedges' <i>g</i>	0.015614	0.000659	0.608522
uncorrp	0.698576	NA	NA
uncorrp_neg	0.301423	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.009963	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.247202	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	17.842611	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	129.615128	NA	-0.277031
corrp_voxel	0.153296	NA	NA
corrp_voxel_neg	-0.010668	NA	NA
corrp_tfce	0.090557	NA	NA
corrp_tfce_neg	0.000010	NA	NA
Andrews-Hanna2011_children_I00000	0.164878	0.032147	NA
Andrews-Hanna2011_children_I00001	0.154609	0.032180	NA
Andrews-Hanna2011_children_I00002	0.189617	0.032252	NA
Andrews-Hanna2011_children_I00003	0.164551	0.032188	NA
Andrews-Hanna2011_children_I00004	0.151618	0.032117	NA
Andrews-Hanna2011_children_I00005	0.149506	0.032103	NA
Andrews-Hanna2011_children_I00006	0.080359	0.031951	NA
Andrews-Hanna2011_children_I00007	0.167422	0.032179	NA
Andrews-Hanna2011_children_I00008	0.156919	0.032149	NA
Andrews-Hanna2011_children_I00009	0.149351	0.032113	NA
Andrews-Hanna2011_children_I00010	0.125375	0.032047	NA
Andrews-Hanna2011_children_I00011	0.133671	0.032098	NA
Andrews-Hanna2011_children_I00012	0.075511	0.031929	NA
Andrews-Hanna2011_children_I00013	0.138580	0.032066	NA
Andrews-Hanna2011_children_I00014	0.108088	0.032073	NA
Andrews-Hanna2011_children_I00015	0.140722	0.032098	NA
Andrews-Hanna2011_children_I00016	0.063584	0.031905	NA
Andrews-Hanna2011_children_I00017	0.093526	0.031968	NA
Andrews-Hanna2011_children_I00018	0.172609	0.032156	NA
Andrews-Hanna2011_children_I00019	0.170931	0.032198	NA
Andrews-Hanna2011_children_I00020	0.078515	0.031883	NA
Andrews-Hanna2011_children_I00021	0.129632	0.032080	NA
Andrews-Hanna2011_children_I00022	0.183403	0.032223	NA
Andrews-Hanna2011_children_I00023	0.178933	0.032262	NA
Andrews-Hanna2011_children_I00024	0.105604	0.032025	NA
Andrews-Hanna2011_children_I00025	0.162199	0.032216	NA
Andrews-Hanna2011_children_I00026	0.126346	0.032060	NA
Andrews-Hanna2011_children_I00027	0.040476	0.031836	NA
Andrews-Hanna2011_children_I00028	0.063597	0.031861	NA
Andrews-Hanna2011_children_I00029	0.141472	0.032091	NA
Andrews-Hanna2011_children_I00030	0.200714	0.032311	NA
Andrews-Hanna2011_children_I00031	0.126524	0.032037	NA
Andrews-Hanna2011_children_I00032	0.150805	0.032092	NA
Andrews-Hanna2011_children_I00033	0.063277	0.031833	NA
Andrews-Hanna2011_children_I00034	0.138854	0.032092	NA
Andrews-Hanna2011_children_I00035	0.113966	0.031983	NA
Andrews-Hanna2011_children_I00036	0.125900	0.032051	NA
Andrews-Hanna2011_children_I00037	0.095032	0.031971	NA
Andrews-Hanna2011_children_I00038	0.134902	0.032092	NA
Andrews-Hanna2011_children_I00039	0.156194	0.032165	NA
Andrews-Hanna2011_children_I00040	0.173371	0.032219	NA
Andrews-Hanna2011_children_I00041	0.146303	0.032141	NA
Andrews-Hanna2011_children_I00042	0.112628	0.032037	NA
Andrews-Hanna2011_children_I00043	0.185738	0.032217	NA
Andrews-Hanna2011_children_I00044	0.115001	0.032032	NA
Andrews-Hanna2011_children_I00045	0.105570	0.031996	NA
Andrews-Hanna2011_children_I00046	0.106202	0.032024	NA
Andrews-Hanna2011_children_I00047	0.154449	0.032204	NA
Andrews-Hanna2011_children_I00048	0.146494	0.032137	NA
Andrews-Hanna2011_children_I00049	0.158577	0.032233	NA
