map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.164219	NA	NA
Hedges' <i>g</i>	0.007262	0.000733	0.252398
uncorrp	0.592349	NA	NA
uncorrp_neg	0.407651	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.015262	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.378864	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	24.040953	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	146.607529	NA	0.702811
corrp_voxel	0.016483	NA	NA
corrp_voxel_neg	-0.020594	NA	NA
corrp_tfce	0.007254	NA	NA
corrp_tfce_neg	0.000271	NA	NA
Andrews-Hanna2011_children_I00000	0.137876	0.032131	NA
Andrews-Hanna2011_children_I00001	0.167505	0.032225	NA
Andrews-Hanna2011_children_I00002	0.150442	0.032157	NA
Andrews-Hanna2011_children_I00003	0.147987	0.032149	NA
Andrews-Hanna2011_children_I00004	0.178391	0.032250	NA
Andrews-Hanna2011_children_I00005	0.144370	0.032128	NA
Andrews-Hanna2011_children_I00006	0.122434	0.032090	NA
Andrews-Hanna2011_children_I00007	0.120042	0.032062	NA
Andrews-Hanna2011_children_I00008	0.172581	0.032207	NA
Andrews-Hanna2011_children_I00009	0.159733	0.032187	NA
Andrews-Hanna2011_children_I00010	0.113159	0.032059	NA
Andrews-Hanna2011_children_I00011	0.130665	0.032113	NA
Andrews-Hanna2011_children_I00012	0.098964	0.032008	NA
Andrews-Hanna2011_children_I00013	0.161240	0.032159	NA
Andrews-Hanna2011_children_I00014	0.029441	0.031840	NA
Andrews-Hanna2011_children_I00015	0.126708	0.032068	NA
Andrews-Hanna2011_children_I00016	0.099130	0.032013	NA
Andrews-Hanna2011_children_I00017	0.082751	0.031956	NA
Andrews-Hanna2011_children_I00018	0.155289	0.032180	NA
Andrews-Hanna2011_children_I00019	0.130422	0.032080	NA
Andrews-Hanna2011_children_I00020	0.124260	0.032073	NA
Andrews-Hanna2011_children_I00021	0.074221	0.031952	NA
Andrews-Hanna2011_children_I00022	0.180847	0.032235	NA
Andrews-Hanna2011_children_I00023	0.100282	0.032028	NA
Andrews-Hanna2011_children_I00024	0.124358	0.032080	NA
Andrews-Hanna2011_children_I00025	0.142034	0.032116	NA
Andrews-Hanna2011_children_I00026	0.190790	0.032272	NA
Andrews-Hanna2011_children_I00027	0.085792	0.031968	NA
Andrews-Hanna2011_children_I00028	0.117814	0.032060	NA
Andrews-Hanna2011_children_I00029	0.117074	0.032067	NA
Andrews-Hanna2011_children_I00030	0.085446	0.031969	NA
Andrews-Hanna2011_children_I00031	0.131669	0.032101	NA
Andrews-Hanna2011_children_I00032	0.156414	0.032179	NA
Andrews-Hanna2011_children_I00033	0.113008	0.032055	NA
Andrews-Hanna2011_children_I00034	0.158152	0.032174	NA
Andrews-Hanna2011_children_I00035	0.166430	0.032209	NA
Andrews-Hanna2011_children_I00036	0.125497	0.032093	NA
Andrews-Hanna2011_children_I00037	0.094781	0.031997	NA
Andrews-Hanna2011_children_I00038	0.139135	0.032091	NA
Andrews-Hanna2011_children_I00039	0.144383	0.032160	NA
Andrews-Hanna2011_children_I00040	0.174556	0.032228	NA
Andrews-Hanna2011_children_I00041	0.111207	0.032017	NA
Andrews-Hanna2011_children_I00042	0.139002	0.032124	NA
Andrews-Hanna2011_children_I00043	0.160941	0.032143	NA
Andrews-Hanna2011_children_I00044	0.106769	0.032040	NA
Andrews-Hanna2011_children_I00045	0.125705	0.032073	NA
Andrews-Hanna2011_children_I00046	0.105570	0.032024	NA
Andrews-Hanna2011_children_I00047	0.076312	0.031949	NA
Andrews-Hanna2011_children_I00048	0.141845	0.032130	NA
Andrews-Hanna2011_children_I00049	0.159464	0.032192	NA
