map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.227877	NA	NA
Hedges' <i>g</i>	0.051036	0.000658	1.997843
uncorrp	0.975906	NA	NA
uncorrp_neg	0.024094	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.010506	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.253309	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	17.581743	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	119.743454	NA	-0.849255
corrp_voxel	0.974981	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.982474	NA	NA
corrp_tfce_neg	0.000000	NA	NA
Andrews-Hanna2011_children_I00000	0.085009	0.031945	NA
Andrews-Hanna2011_children_I00001	0.211087	0.032332	NA
Andrews-Hanna2011_children_I00002	0.202565	0.032301	NA
Andrews-Hanna2011_children_I00003	0.150206	0.032138	NA
Andrews-Hanna2011_children_I00004	0.094910	0.031989	NA
Andrews-Hanna2011_children_I00005	0.033978	0.031810	NA
Andrews-Hanna2011_children_I00006	0.132815	0.032102	NA
Andrews-Hanna2011_children_I00007	0.146604	0.032168	NA
Andrews-Hanna2011_children_I00008	0.215468	0.032419	NA
Andrews-Hanna2011_children_I00009	0.231045	0.032340	NA
Andrews-Hanna2011_children_I00010	0.079023	0.031949	NA
Andrews-Hanna2011_children_I00011	0.126803	0.032040	NA
Andrews-Hanna2011_children_I00012	0.110999	0.032003	NA
Andrews-Hanna2011_children_I00013	0.227499	0.032400	NA
Andrews-Hanna2011_children_I00014	0.132881	0.032112	NA
Andrews-Hanna2011_children_I00015	0.084763	0.031940	NA
Andrews-Hanna2011_children_I00016	0.157876	0.032123	NA
Andrews-Hanna2011_children_I00017	0.044915	0.031834	NA
Andrews-Hanna2011_children_I00018	0.043852	0.031783	NA
Andrews-Hanna2011_children_I00019	0.142789	0.032114	NA
Andrews-Hanna2011_children_I00020	0.105932	0.032009	NA
Andrews-Hanna2011_children_I00021	0.059810	0.031925	NA
Andrews-Hanna2011_children_I00022	0.160881	0.032108	NA
Andrews-Hanna2011_children_I00023	0.187844	0.032339	NA
Andrews-Hanna2011_children_I00024	0.169934	0.032186	NA
Andrews-Hanna2011_children_I00025	0.090630	0.031937	NA
Andrews-Hanna2011_children_I00026	0.095762	0.031944	NA
Andrews-Hanna2011_children_I00027	0.179165	0.032279	NA
Andrews-Hanna2011_children_I00028	0.144579	0.032141	NA
Andrews-Hanna2011_children_I00029	0.092122	0.031933	NA
Andrews-Hanna2011_children_I00030	0.134572	0.032041	NA
Andrews-Hanna2011_children_I00031	0.072684	0.031904	NA
Andrews-Hanna2011_children_I00032	0.086945	0.031919	NA
Andrews-Hanna2011_children_I00033	0.170493	0.032208	NA
Andrews-Hanna2011_children_I00034	0.190503	0.032254	NA
Andrews-Hanna2011_children_I00035	0.233758	0.032412	NA
Andrews-Hanna2011_children_I00036	0.188394	0.032321	NA
Andrews-Hanna2011_children_I00037	0.139536	0.032159	NA
Andrews-Hanna2011_children_I00038	0.158573	0.032178	NA
Andrews-Hanna2011_children_I00039	0.202127	0.032275	NA
Andrews-Hanna2011_children_I00040	0.180677	0.032167	NA
Andrews-Hanna2011_children_I00041	0.211371	0.032310	NA
Andrews-Hanna2011_children_I00042	0.113718	0.032022	NA
Andrews-Hanna2011_children_I00043	0.202553	0.032310	NA
Andrews-Hanna2011_children_I00044	0.113917	0.032017	NA
Andrews-Hanna2011_children_I00045	0.157458	0.032156	NA
Andrews-Hanna2011_children_I00046	0.064979	0.031886	NA
Andrews-Hanna2011_children_I00047	0.205763	0.032244	NA
Andrews-Hanna2011_children_I00048	0.215486	0.032397	NA
Andrews-Hanna2011_children_I00049	0.232374	0.032410	NA
deKieviet2014_children_I00000	0.121887	0.021637	NA
deKieviet2014_children_I00001	0.152625	0.021721	NA
deKieviet2014_children_I00002	0.193073	0.021773	NA
deKieviet2014_children_I00003	0.180804	0.021748	NA
deKieviet2014_children_I00004	0.108893	0.021629	NA
deKieviet2014_children_I00005	0.101202	0.021622	NA
deKieviet2014_children_I00006	0.139835	0.021654	NA
deKieviet2014_children_I00007	0.102996	0.021617	NA
deKieviet2014_children_I00008	0.077485	0.021575	NA
deKieviet2014_children_I00009	0.104610	0.021621	NA
deKieviet2014_children_I00010	0.069366	0.021573	NA
deKieviet2014_children_I00011	0.105717	0.021615	NA
deKieviet2014_children_I00012	0.070927	0.021560	NA
deKieviet2014_children_I00013	0.134878	0.021665	NA
deKieviet2014_children_I00014	0.104014	0.021622	NA
deKieviet2014_children_I00015	0.184931	0.021742	NA
deKieviet2014_children_I00016	0.143279	0.021643	NA
deKieviet2014_children_I00017	0.079544	0.021572	NA
deKieviet2014_children_I00018	0.143738	0.021657	NA
deKieviet2014_children_I00019	0.135250	0.021679	NA
deKieviet2014_children_I00020	0.138542	0.021669	NA
deKieviet2014_children_I00021	0.130533	0.021660	NA
deKieviet2014_children_I00022	0.184963	0.021757	NA
deKieviet2014_children_I00023	0.160583	0.021709	NA
deKieviet2014_children_I00024	0.044459	0.021523	NA
deKieviet2014_children_I00025	0.104995	0.021617	NA
deKieviet2014_children_I00026	0.077604	0.021581	NA
