map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.202392	NA	NA
Hedges' <i>g</i>	0.014519	0.000706	0.556731
uncorrp	0.654414	NA	NA
uncorrp_neg	0.345585	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.015710	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.382049	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	22.232561	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	134.016312	NA	1.#INF00
corrp_voxel	0.200019	NA	NA
corrp_voxel_neg	-0.019966	NA	NA
corrp_tfce	0.199700	NA	NA
corrp_tfce_neg	0.000175	NA	NA
Andrews-Hanna2011_children_I00000	0.146297	0.032174	NA
Andrews-Hanna2011_children_I00001	0.208640	0.032364	NA
Andrews-Hanna2011_children_I00002	0.128423	0.032116	NA
Andrews-Hanna2011_children_I00003	0.155745	0.032172	NA
Andrews-Hanna2011_children_I00004	0.162813	0.032206	NA
Andrews-Hanna2011_children_I00005	0.126687	0.032114	NA
Andrews-Hanna2011_children_I00006	0.118264	0.032068	NA
Andrews-Hanna2011_children_I00007	0.153080	0.032182	NA
Andrews-Hanna2011_children_I00008	0.160036	0.032182	NA
Andrews-Hanna2011_children_I00009	0.187020	0.032282	NA
Andrews-Hanna2011_children_I00010	0.164123	0.032225	NA
Andrews-Hanna2011_children_I00011	0.203725	0.032331	NA
Andrews-Hanna2011_children_I00012	0.069650	0.031917	NA
Andrews-Hanna2011_children_I00013	0.168793	0.032214	NA
Andrews-Hanna2011_children_I00014	0.114293	0.032073	NA
Andrews-Hanna2011_children_I00015	0.125776	0.032088	NA
Andrews-Hanna2011_children_I00016	0.089618	0.031968	NA
Andrews-Hanna2011_children_I00017	0.132538	0.032131	NA
Andrews-Hanna2011_children_I00018	0.169589	0.032226	NA
Andrews-Hanna2011_children_I00019	0.161333	0.032199	NA
Andrews-Hanna2011_children_I00020	0.068838	0.031916	NA
Andrews-Hanna2011_children_I00021	0.112225	0.032068	NA
Andrews-Hanna2011_children_I00022	0.218967	0.032378	NA
Andrews-Hanna2011_children_I00023	0.202220	0.032340	NA
Andrews-Hanna2011_children_I00024	0.175733	0.032260	NA
Andrews-Hanna2011_children_I00025	0.198512	0.032335	NA
Andrews-Hanna2011_children_I00026	0.209044	0.032338	NA
Andrews-Hanna2011_children_I00027	0.099499	0.032005	NA
Andrews-Hanna2011_children_I00028	0.084703	0.031964	NA
Andrews-Hanna2011_children_I00029	0.148550	0.032148	NA
Andrews-Hanna2011_children_I00030	0.202111	0.032321	NA
Andrews-Hanna2011_children_I00031	0.118100	0.032071	NA
Andrews-Hanna2011_children_I00032	0.166810	0.032195	NA
Andrews-Hanna2011_children_I00033	0.049829	0.031869	NA
Andrews-Hanna2011_children_I00034	0.199365	0.032337	NA
Andrews-Hanna2011_children_I00035	0.129455	0.032100	NA
Andrews-Hanna2011_children_I00036	0.175882	0.032255	NA
Andrews-Hanna2011_children_I00037	0.142238	0.032150	NA
Andrews-Hanna2011_children_I00038	0.184347	0.032265	NA
Andrews-Hanna2011_children_I00039	0.199532	0.032308	NA
Andrews-Hanna2011_children_I00040	0.162335	0.032201	NA
Andrews-Hanna2011_children_I00041	0.130256	0.032116	NA
Andrews-Hanna2011_children_I00042	0.128825	0.032107	NA
Andrews-Hanna2011_children_I00043	0.186791	0.032274	NA
Andrews-Hanna2011_children_I00044	0.106129	0.032031	NA
Andrews-Hanna2011_children_I00045	0.118369	0.032060	NA
Andrews-Hanna2011_children_I00046	0.181112	0.032269	NA
Andrews-Hanna2011_children_I00047	0.164465	0.032222	NA
Andrews-Hanna2011_children_I00048	0.144579	0.032145	NA
Andrews-Hanna2011_children_I00049	0.214984	0.032411	NA
deKieviet2014_children_I00000	0.148832	0.021765	NA
deKieviet2014_children_I00001	0.165007	0.021817	NA
deKieviet2014_children_I00002	0.193737	0.021879	NA
deKieviet2014_children_I00003	0.178084	0.021850	NA
deKieviet2014_children_I00004	0.118694	0.021708	NA
deKieviet2014_children_I00005	0.109943	0.021697	NA
deKieviet2014_children_I00006	0.163724	0.021814	NA
deKieviet2014_children_I00007	0.130882	0.021748	NA
deKieviet2014_children_I00008	0.177145	0.021840	NA
deKieviet2014_children_I00009	0.115372	0.021701	NA
deKieviet2014_children_I00010	0.194421	0.021874	NA
deKieviet2014_children_I00011	0.142813	0.021761	NA
deKieviet2014_children_I00012	0.089943	0.021652	NA
deKieviet2014_children_I00013	0.182422	0.021854	NA
deKieviet2014_children_I00014	0.171509	0.021826	NA
deKieviet2014_children_I00015	0.179781	0.021838	NA
deKieviet2014_children_I00016	0.128603	0.021733	NA
deKieviet2014_children_I00017	0.140065	0.021762	NA
deKieviet2014_children_I00018	0.201411	0.021884	NA
