map	estimate	variance	sdm_z
<i>&beta;</i><sub>0</sub>	0.302884	NA	NA
Hedges' <i>g</i>	0.076089	0.000848	2.618077
uncorrp	0.994560	NA	NA
uncorrp_neg	0.005440	NA	NA
MyLinearModel_<i>&tau;</i><sup>2</sup>	0.028028	NA	NA
MyLinearModel_<i>H</i><sup>2</sup>	1.668173	NA	NA
MyLinearModel_<i>I</i><sup>2</sup>	37.578442	NA	NA
MyLinearModel_<i>Q</i><sup>2</sup>	148.966690	NA	0.925186
corrp_voxel	0.997711	NA	NA
corrp_voxel_neg	0.000000	NA	NA
corrp_tfce	0.992895	NA	NA
corrp_tfce_neg	0.000000	NA	NA
Andrews-Hanna2011_children_I00000	0.269442	0.032979	NA
Andrews-Hanna2011_children_I00001	0.251354	0.032700	NA
Andrews-Hanna2011_children_I00002	0.166048	0.032219	NA
Andrews-Hanna2011_children_I00003	0.284465	0.033111	NA
Andrews-Hanna2011_children_I00004	0.220511	0.032588	NA
Andrews-Hanna2011_children_I00005	0.288124	0.033015	NA
Andrews-Hanna2011_children_I00006	0.253783	0.032789	NA
Andrews-Hanna2011_children_I00007	0.192264	0.032370	NA
Andrews-Hanna2011_children_I00008	0.270336	0.032975	NA
Andrews-Hanna2011_children_I00009	0.312761	0.033206	NA
Andrews-Hanna2011_children_I00010	0.305430	0.033216	NA
Andrews-Hanna2011_children_I00011	0.352652	0.033517	NA
Andrews-Hanna2011_children_I00012	0.239951	0.032768	NA
Andrews-Hanna2011_children_I00013	0.334064	0.033413	NA
Andrews-Hanna2011_children_I00014	0.085261	0.031665	NA
Andrews-Hanna2011_children_I00015	0.266704	0.032943	NA
Andrews-Hanna2011_children_I00016	0.189875	0.032351	NA
Andrews-Hanna2011_children_I00017	0.306198	0.033227	NA
Andrews-Hanna2011_children_I00018	0.323297	0.033411	NA
Andrews-Hanna2011_children_I00019	0.173491	0.032275	NA
Andrews-Hanna2011_children_I00020	0.216172	0.032549	NA
Andrews-Hanna2011_children_I00021	0.137399	0.031967	NA
Andrews-Hanna2011_children_I00022	0.191699	0.032405	NA
Andrews-Hanna2011_children_I00023	0.235217	0.032657	NA
Andrews-Hanna2011_children_I00024	0.153946	0.032159	NA
Andrews-Hanna2011_children_I00025	0.118193	0.031950	NA
Andrews-Hanna2011_children_I00026	0.248652	0.032790	NA
Andrews-Hanna2011_children_I00027	0.219226	0.032558	NA
Andrews-Hanna2011_children_I00028	0.159982	0.032153	NA
Andrews-Hanna2011_children_I00029	0.171594	0.032298	NA
Andrews-Hanna2011_children_I00030	0.284098	0.033021	NA
Andrews-Hanna2011_children_I00031	0.135522	0.032008	NA
Andrews-Hanna2011_children_I00032	0.264624	0.032959	NA
Andrews-Hanna2011_children_I00033	0.136308	0.031989	NA
Andrews-Hanna2011_children_I00034	0.225593	0.032611	NA
Andrews-Hanna2011_children_I00035	0.238314	0.032777	NA
Andrews-Hanna2011_children_I00036	0.260422	0.032905	NA
Andrews-Hanna2011_children_I00037	0.206389	0.032562	NA
Andrews-Hanna2011_children_I00038	0.256652	0.032903	NA
Andrews-Hanna2011_children_I00039	0.285969	0.033035	NA
Andrews-Hanna2011_children_I00040	0.166985	0.032216	NA
Andrews-Hanna2011_children_I00041	0.223595	0.032540	NA
Andrews-Hanna2011_children_I00042	0.162889	0.032152	NA
Andrews-Hanna2011_children_I00043	0.171790	0.032279	NA
Andrews-Hanna2011_children_I00044	0.089449	0.031687	NA
Andrews-Hanna2011_children_I00045	0.120385	0.031867	NA
Andrews-Hanna2011_children_I00046	0.309070	0.033223	NA
Andrews-Hanna2011_children_I00047	0.166770	0.032161	NA
Andrews-Hanna2011_children_I00048	0.116630	0.031901	NA
Andrews-Hanna2011_children_I00049	0.178109	0.032259	NA
deKieviet2014_children_I00000	0.167238	0.021923	NA
deKieviet2014_children_I00001	0.196825	0.022005	NA
deKieviet2014_children_I00002	0.251129	0.022093	NA
deKieviet2014_children_I00003	0.267108	0.022163	NA
deKieviet2014_children_I00004	0.251497	0.022128	NA
deKieviet2014_children_I00005	0.238240	0.022066	NA
deKieviet2014_children_I00006	0.272292	0.022226	NA
deKieviet2014_children_I00007	0.117934	0.021827	NA
deKieviet2014_children_I00008	0.178505	0.021941	NA
deKieviet2014_children_I00009	0.137574	0.021849	NA
deKieviet2014_children_I00010	0.214253	0.022049	NA
deKieviet2014_children_I00011	0.105642	0.021781	NA
deKieviet2014_children_I00012	0.074002	0.021706	NA
deKieviet2014_children_I00013	0.220877	0.022042	NA
deKieviet2014_children_I00014	0.285946	0.022235	NA
deKieviet2014_children_I00015	0.284939	0.022247	NA
deKieviet2014_children_I00016	0.194729	0.022013	NA
deKieviet2014_children_I00017	0.193288	0.021957	NA
deKieviet2014_children_I00018	0.290477	0.022233	NA
deKieviet2014_children_I00019	0.219391	0.022112	NA
deKieviet2014_children_I00020	0.187242	0.021961	NA
deKieviet2014_children_I00021	0.217287	0.022037	NA
deKieviet2014_children_I00022	0.231127	0.022083	NA
deKieviet2014_children_I00023	0.232780	0.022084	NA
deKieviet2014_children_I00024	0.144769	0.021879	NA
deKieviet2014_children_I00025	0.180844	0.021925	NA
deKieviet2014_children_I00026	0.266102	0.022202	NA
deKieviet2014_children_I00027	0.225145	0.022080	NA
deKieviet2014_children_I00028	0.150876	0.021903	NA
deKieviet2014_children_I00029	0.157593	0.021926	NA
deKieviet2014_children_I00030	0.148295	0.021899	NA
deKieviet2014_children_I00031	0.156428	0.021875	NA
deKieviet2014_children_I00032	-0.000181	0.021536	NA
deKieviet2014_children_I00033	0.056274	0.021690	NA
deKieviet2014_children_I00034	0.190399	0.022034	NA
